4532751723024430,20250924
4929510381137900,20241021
4152394657781500,20240514
4269136444520500,20251011
4024007110933540,20230715
4024007106317250,20251217
4539307424725480,20260301
4485079814907270,20250604
4929004014644410,20240615
4532526821305160,20230603
4929548448891250,20240807
4556316092844540,20231214
4556150628955190,20250130
4532833434013050,20230106
4556498469240890,20230419
4556759107180680,20230131
4916951881500580,20250227
4916000547759100,20251224
4532376489271940,20240707
4716034808467160,20230710
4929555662489390,20240314
4929119089621930,20240522
4916278596285730,20240419
4916951953116840,20230706
4417425986410670,20251230
4929089131635820,20240903
4024007122248820,20230624
4024007130418420,20230727
4556500042892350,20260122
4716357548295690,20230722
4929883220960880,20240811
4485836673985430,20241125
4556340855135520,20230318
4532886104083700,20230506
4556264312420240,20250604
4024007156176010,20250915
4916173328364770,20230725
4772247391103710,20240112
4532567786450260,20260207
4485282508651200,20250218
4415184002991370,20251211
4532991132506430,20260117
4556037305590790,20251220
4532521707687840,20230516
4485684526088620,20241209
4024007199468980,20240917
4312894340066110,20250705
4929887601631200,20250326
4716607408334800,20240909
4485688892361260,20240828
5563337375831450,20240523
5593257589271380,20230131
5169313155748190,20241114
5424489500870930,20230208
5517559687740950,20250619
5557285395982020,20230513
5162914468337130,20240326
5269461891642360,20260212
5490895365440090,20231215
5237958306624320,20250530
5310255222117740,20230924
5217965676220020,20240622
5244634105574720,20250825
5470005933878490,20230312
5509035085647680,20240308
5186006073692640,20230403
5173101370535730,20230401
5175703869044640,20230503
5312594864736220,20251008
5566554623523070,20240811
5338868953247760,20230916
5531423078756750,20240803
5339392048391850,20251225
5196141641051580,20260205
5549874790575000,20251122
5258144186302400,20240928
5254438899470780,20241226
5310906052691390,20241121
5353094319434510,20240226
5189418713859510,20241230
5114240601406450,20230810
5426536205951960,20230216
5356290377846320,20250118
5382931582543560,20251223
5233660249256840,20240729
5262477956370070,20231008
5528665529638410,20251002
5244544785202410,20250609
5459448829712030,20230909
5419574456469760,20240118
5575286225634220,20231025
5105109971920120,20230407
5117232372393260,20240210
5205401290237300,20260308
5479534649687430,20230516
5542456952874460,20230716
5313407293767300,20230903
5422562433183760,20240223
5279942269499290,20231118
5418394146261980,20250624
5389082366756030,
5143114432927100,
5505812007115570, 10/2026
5364158791225830, 2/2028
5111756776328770, 10/2024
5292250076744270, 2/2026
5463245958338360, 2/2026
5318640966764460, 11/2023
5472402535022030, 3/2028
5389209024911950, 11/2025
5594980946627750, 6/2026
5197615537589650, 3/2024
5418232393356690, 11/2026
5492185229738020, 9/2028
5506048409228150, 1/2027
5481062146005290, 11/2025
5344327671445930, 8/2025
5570095385399690, 6/2025
5354262792256210, 3/2028
5131039082984360, 6/2026
5355242209002760, 12/2024
5156682683756450, 3/2027
5434412559873470, 7/2023
5576310812189180, 9/2026
5417199829907930, 6/2024
5225512106476780, 12/2028
5445471381380960, 12/2024
5468993167174760, 6/2026
5206868836927710, 5/2029
5506417259835160, 6/2024
5572508108232240, 4/2023
5201308631501370, 2/2025
5211539908668400, 2/2028
5231848519625550, 8/2025
5517854357453400, 9/2024
5272608110477860, 1/2024
5141282720964500, 8/2025
5424828758506440, 9/2022
5181622175527200, 3/2029
5428589625328560, 9/2029
5536670841285060, 9/2026
5543126786530160, 7/2023
5167777309911510, 7/2024
5508281995000610, 11/2027
5219216239908720, 5/2024
5155674914088630, 8/2025
5514315894619830, 3/2024
5237779428238620, 2/2024
5544511183367620, 6/2026
5300645081601390, 11/2027
5576099696293120, 4/2023
5303558925074400, 11/2027
5446713245022340, 4/2022
5502849916328270, 4/2026
5125546477129060, 7/2025
5262790723036850, 10/2028
5207685090442010, 2/2023
5524014711767400, 5/2029
5549258720959310, 11/2025
5391738809313880, 4/2024
5447606310997000, 2/2024
5362934470020400, 9/2023
5583877413826470, 3/2022
5341691558765010, 1/2023
5229140349800770, 6/2027
5479052328762660, 11/2028
5580946563077910, 11/2026
5586569169678190, 1/2029
5525835580457250, 7/2029
5552020851606780, 11/2024
5493766353823730, 8/2025
5178881669730990, 5/2023
5193465947975110, 9/2027
5489527256896520, 10/2023
5398424905650090, 4/2026
5505258637363200, 2/2023
5330095513119460, 3/2025
5509790588038620, 11/2028
5332745401208570, 10/2023
5134182006903230, 10/2027
5406015813755870, 6/2027
5105546808369480, 10/2022
5569265612626740, 8/2024
5597448908192110, 7/2024
5508423189177180, 10/2026
5467086100332300, 3/2025
5289587345402600, 7/2023
5265575471420110, 5/2026
5340645217052820, 7/2023
5385682053555760, 5/2022
5483771667436990, 6/2024
5375767048150930, 11/2023
5141429181201710, 5/2024
5162010164543850, 1/2028
5537385622910050, 4/2029
5231336725473160, 6/2026
5518439778032650, 11/2023
5593192284629290, 8/2023
5294134617875830, 12/2024
5359988635598450, 2/2024
